org_name,shared_companies,shared_big_companies,group_size,countries_worked_in_together,worked_together_time,worked_together_time_big,communication_skills,emotional_intelligence,shared_languages,shared_skills,endorsements,skill_synergy,years_studied_together,level_studied_together,shared_projects,shared_publications,prior_experience_scale,founders_with_prior_technical_experience,founders_with_prior_business_experience,founders_with_good_network,founders_with_marketing_experience,founders_with_finance_experience,founders_with_legal_experience,founders_resilient,rd_costs,set_up_costs,brand_loyalty,legal_barriers,capital_requirements,years_to_breakeven,market_saturation,companies_that_failed,prior_founding_experience,previous_big_tech_experience,institution_level,average_publications,average_education,highest_education,average_extroversion,leadership_roles,years_of_experience,years_post_grad,countries_worked_in_average,average_GPA,average_awards,success
StreetLogic,1,0,4,0,0,0,0,0,0,0,0,0,0.0,,0,0,3,1,2,1,2,0,0,0,7.0,6.0,5.0,4.0,7.0,3,5,2,2,1,2,0.0,2.0,Bachelors,4.0,5.0,20.0,6.0,1.0,3.5,3.0,0
Stride.AI Inc,0,0,2,0,0,0,0,0,0,0,0,0,0.0,,0,0,2,2,1,0,0,0,0,0,7.0,8.0,6.0,5.0,8.0,3,5,2,2,0,2,0.0,2.0,Masters,0.0,1.0,7.0,8.0,1.0,3.3,0.0,0
Strike Social,0,0,2,0,0,0,0,0,0,0,0,0,0.0,,0,0,1,0,2,0,0,0,0,0,5.0,5.0,6.0,4.0,5.0,3,5,3,2,2,3,1.0,1.0,Bachelors,0.0,2.0,25.0,10.0,0.0,3.5,1.0,0
Strive Orthopedics,,,1,,,,0,0,,,,0,,,,,2,1,0,0,0,0,0,0,5.0,6.0,7.0,5.0,5.0,3,5,2,1,0,2,1.0,3.0,PHD,3.0,1.0,15.0,6.0,1.0,3.5,0.0,0
Strive Pharmacy,,,1,,,,0,0,,,,0,,,,,1,0,1,0,0,0,0,0,6.0,6.0,7.0,6.0,7.0,3,5,1,0,0,2,0.0,1.0,Bachelors,4.0,1.0,5.0,5.0,1.0,0.0,0.0,0
Strix Leviathan,0,0,2,1,0,0,0,1,2,0,0,2,0.0,,0,0,4,1,2,2,0,2,0,0,5.0,6.0,7.0,5.0,8.0,3,10,5,2,2,2,2.0,2.0,Masters,4.0,1.0,9.0,4.0,2.0,3.5,0.0,0
Strongbox IT,,,1,,,,1,0,,,,0,,,,,4,1,1,1,0,0,0,0,6.0,6.0,5.0,4.0,6.0,3,5,3,1,3,2,0.0,1.0,Bachelors,4.0,1.0,10.0,6.0,2.0,3.5,0.0,0
Stronghold,2,0,2,1,0,0,1,0,1,6,0,1,0.0,,0,0,4,1,1,1,1,0,0,1,7.0,7.0,6.0,5.0,6.0,3,5,3,1,1,2,5.0,2.0,Masters,4.0,2.0,11.5,5.0,1.0,3.5,2.0,0
Stryd,2,0,3,3,5,0,0,0,2,0,0,0,2.5,Doctoral,0,0,2,2,0,0,0,0,0,0,5.0,6.0,7.0,4.0,5.0,3,10,5,0,2,1,0.0,2.0,PHD,3.0,1.0,11.0,5.0,1.5,3.5,0.0,0
Stryx,2,1,2,1,2,1,2,2,0,0,0,2,0.0,,0,0,4,2,2,2,2,0,0,0,5.0,5.0,7.0,4.0,6.0,3,3,2,0,1,2,1.0,2.0,Bachelors,4.0,3.0,8.0,1.0,1.0,3.6,0.0,0
Stuccco,,,1,,,,0,0,,,,0,,,,,2,1,1,1,0,0,0,0,7.0,6.0,8.0,4.0,6.0,2,15,5,1,0,2,0.0,2.0,Bachelors,3.0,3.0,12.0,1.0,1.0,3.2,0.0,0
Studio,1,0,2,2,1,0,2,1,0,18,0,1,0.0,,0,0,4,1,2,1,1,1,0,0,7.0,5.0,6.0,3.0,5.0,2,4,2,3,1,2,0.0,2.0,MBA,4.0,4.0,17.0,8.0,1.0,3.65,0.0,1
StudySoup,,,1,,,,0,0,,,,0,,,,,2,1,0,0,0,0,0,0,5.0,6.0,5.0,6.0,7.0,3,10,2,1,1,3,0.0,2.0,Masters,0.0,1.0,0.0,11.0,1.0,0.0,0.0,0
Studygate,1,0,2,1,0,0,2,0,2,0,0,1,2.0,Bachelors,0,0,1,1,1,0,0,1,0,0,5.0,6.0,5.0,4.0,6.0,3,10,3,0,0,2,0.0,2.0,Masters,3.0,1.5,5.0,8.0,1.0,3.5,0.0,0
Stukent,,,1,,,,0,0,,,,0,,,,,2,0,1,1,1,0,0,1,3.0,4.0,7.0,4.0,6.0,3,10,1,1,0,2,0.0,2.0,Master,4.0,1.0,16.0,4.0,1.0,3.5,0.0,0
Sturfee,1,0,2,1,2,0,2,1,0,0,0,2,0.0,,0,0,3,2,1,2,0,0,0,1,7.0,7.0,7.0,4.0,6.0,3,5,1,2,1,2,1.0,2.0,PHD,4.0,1.5,10.0,9.0,1.0,3.5,0.0,0
Styldod,,,1,,,,0,0,,,,0,,,,,2,1,1,1,0,0,0,0,8.0,8.0,7.0,6.0,6.0,3,5,4,0,0,1,0.0,2.0,Bachelor,3.0,0.0,8.0,8.0,1.0,3.5,0.0,0
Style Lend,,,1,,,,1,0,,,,0,,,,,5,0,1,1,1,0,0,0,5.0,6.0,7.0,4.0,6.0,3,10,5,1,1,2,0.0,2.0,Masters,4.0,2.0,15.0,9.0,1.0,3.5,0.0,0
StyleFactory,,,1,,,,0,0,,,,0,,,,,1,0,1,0,0,0,0,0,6.0,5.0,7.0,5.0,6.0,3,5,5,0,0,3,0.0,2.0,Masters,3.0,1.0,15.0,15.0,1.0,3.4,0.0,0
StylePuzzle,0,0,4,0,0,0,0,0,3,0,0,0,0.0,,0,0,2,0,4,1,3,0,0,0,7.0,6.0,5.0,6.0,6.0,3,8,10,3,1,2,1.0,2.0,Masters,0.0,1.0,8.5,7.5,1.0,0.0,0.5,0
StyleSelect Technologies,,,1,,,,1,0,,,,0,,,,,4,0,1,0,0,0,0,0,5.0,5.0,6.0,5.0,6.0,3,20,5,1,0,2,0.0,2.0,Bachelors,3.0,1.0,33.0,9.0,1.0,3.2,0.0,0
Suavoo,,,1,,,,0,0,,,,0,,,,,1,0,1,0,1,0,0,0,5.0,5.0,6.0,4.0,5.0,3,25,5,0,0,2,0.0,2.0,Masters,3.0,1.0,0.0,8.0,1.0,3.5,0.0,0
SubVRsive,0,0,2,0,0,0,0,0,0,0,0,0,4.0,Bachelors,0,0,5,2,2,2,1,0,0,0,4.0,4.0,5.0,3.0,6.0,3,3,1,2,0,2,0.0,2.0,Masters,0.0,6.0,8.0,8.0,1.0,0.0,0.0,0
Subscribe Pro,,,1,,,,0,0,,,,0,,,,,1,1,1,1,0,0,0,0,4.0,6.0,7.0,5.0,6.0,3,5,1,1,0,2,0.0,2.0,Bachelors,3.0,1.0,15.0,6.0,1.0,3.5,0.0,0
Subziwalla,1,0,2,1,2,0,0,0,2,0,0,1,0.0,,0,0,3,1,2,2,1,1,0,1,5.0,4.0,6.0,5.0,6.0,3,5,1,2,0,2,0.0,2.0,Masters,4.0,1.0,9.0,4.0,1.0,3.2,0.0,0
Sudhin Biopharma Co.,,,1,,,,0,0,,,,0,,,,,2,1,0,1,0,0,0,0,5.0,6.0,5.0,3.0,7.0,3,5,3,1,0,1,0.0,3.0,PHD,3.0,1.0,36.0,36.0,2.0,3.5,0.0,0
Sugar Works Distillery,,,1,,,,0,0,,,,0,,,,,2,1,1,1,0,0,0,0,5.0,5.0,6.0,4.0,5.0,2,5,1,1,1,2,0.0,3.0,PHD,4.0,1.0,24.0,15.0,1.0,3.5,0.0,0
Suggestic,0,0,2,0,0,0,1,1,3,3,0,0,0.0,,0,0,3,1,2,2,2,1,0,1,7.0,6.0,5.0,7.0,8.0,2,30,5,2,2,1,0.0,2.0,Master's,3.0,4.0,12.0,3.0,1.0,3.7,0.0,0
Sulas Industries,,,1,,,,0,0,,,,0,,,,,2,1,1,0,0,0,0,0,5.0,4.0,6.0,4.0,6.0,4,5,1,1,0,2,0.0,2.0,Bachelors,3.0,1.0,24.0,11.0,1.0,3.5,0.0,0
Summary Analytics,,,1,,,,0,0,,,,0,,,,,4,1,1,1,0,0,0,1,7.0,6.0,8.0,5.0,6.0,3,10,1,1,1,1,0.0,3.0,PHD,2.0,2.0,11.0,2.5,4.0,3.7,0.0,0
Sumo Logic,,,1,,,,0,0,,,,0,,,,,5,1,0,1,0,0,0,0,3.0,4.0,6.0,3.0,6.0,3,4,2,1,1,2,0.0,1.0,Bachelors,4.0,1.0,23.0,23.0,1.0,3.5,0.0,1
Sun FundED,,,1,,,,0,0,,,,0,,,,,2,0,2,0,0,0,0,0,6.0,7.0,5.0,6.0,8.0,3,5,2,1,0,2,0.0,2.0,Bachelors,3.0,1.0,10.75,6.0,1.0,3.5,0.0,0
Sun LifeLight,0,0,2,0,0,0,1,0,0,0,0,0,0.0,,0,0,5,1,1,1,1,1,0,0,7.0,6.0,5.0,5.0,6.0,3,5,0,2,1,3,0.0,2.0,Masters,4.0,2.0,25.0,8.0,1.0,3.5,0.0,0
Sun Number,0,0,2,0,0,0,0,0,0,0,0,0,4.0,Bachelors,0,0,3,1,1,1,1,0,0,0,5.0,6.0,7.0,6.0,5.0,3,10,5,1,0,2,0.0,1.0,Bachelors,3.0,1.0,10.5,11.0,1.0,3.5,1.0,0
SunFly Brands,,,1,,,,1,0,,,,0,,,,,1,1,1,1,1,0,0,0,5.0,4.0,6.0,4.0,5.0,3,5,1,1,0,3,0.0,2.0,Masters,3.0,1.0,20.0,23.0,1.0,3.5,1.0,0
SunRhize Foods,,,1,,,,0,0,,,,0,,,,,1,0,0,0,0,0,0,0,5.0,6.0,4.0,3.0,7.0,3,5,2,0,0,5,0.0,1.0,Bachelors,0.0,1.0,0.0,5.0,0.0,0.0,0.0,0
SunSpear Games,,,1,,,,1,0,,,,0,,,,,2,0,1,0,0,0,0,0,6.0,5.0,5.0,4.0,5.0,3,3,2,1,0,3,0.0,1.0,Bachelors,3.0,1.0,7.0,5.0,1.0,0.0,0.0,0
SunState Laboratories,,,1,,,,0,0,,,,0,,,,,2,0,1,1,0,1,0,0,5.0,6.0,7.0,5.0,6.0,2,10,0,1,0,2,0.0,2.0,Masters,4.0,1.0,25.0,11.0,1.0,0.0,0.0,0
"SunStream Technology, Inc",,,1,,,,0,0,,,,0,,,,,1,1,1,0,0,0,0,0,6.0,6.0,4.0,5.0,7.0,3,15,2,0,0,5,0.0,1.0,Bachelors,1.0,1.0,10.0,12.0,1.0,0.0,0.0,0
Sunbit,3,2,4,4,3,2,3,2,2,12,0,2,3.0,Masters,0,0,5,3,3,4,2,1,0,3,4.0,5.0,7.0,6.0,8.0,2,3,2,2,2,2,5.0,2.0,PHD,4.0,2.0,9.0,5.0,2.0,3.8,1.0,1
Sundar,,,1,,,,0,0,,,,0,,,,,1,1,1,0,0,1,0,0,5.0,5.0,7.0,5.0,6.0,2,10,7,1,0,1,0.0,2.0,Masters,5.0,1.0,10.0,1.0,2.0,3.5,3.0,0
Sunlight,1,0,2,2,0,0,0,2,3,0,0,2,0.0,,0,0,3,2,2,0,0,0,0,0,6.0,5.0,5.0,6.0,6.0,3,6,0,2,1,2,0.0,2.0,Masters,3.0,1.0,10.0,5.0,2.0,0.0,0.0,0
Sunn,,,1,,,,1,0,,,,0,,,,,1,1,0,0,0,0,0,0,5.0,5.0,5.0,5.0,5.0,3,10,5,1,1,2,0.0,2.0,PHD,4.0,1.0,8.0,1.0,1.0,3.5,0.0,0
Sunryde,,,1,,,,1,0,,,,0,,,,,2,1,1,1,0,1,0,1,5.0,7.0,4.0,4.0,6.0,3,5,2,1,0,3,0.0,1.0,Bachelors,5.0,1.0,11.0,9.0,1.0,3.5,0.0,0
Sunsama,0,0,2,0,0,0,0,0,1,0,0,0,4.0,Bachelors,0,0,1,1,1,1,1,0,0,0,5.0,6.0,7.0,5.0,6.0,3,3,1,1,1,2,0.0,2.0,Masters,4.0,1.0,6.0,8.0,1.0,3.5,0.0,0
Sunscoop,,,1,,,,0,0,,,,0,,,,,2,0,1,0,0,0,0,0,5.0,6.0,7.0,6.0,7.0,3,5,2,1,0,3,0.0,2.0,Bachelors,3.0,2.0,6.0,0.0,1.0,3.5,0.0,0
Sunstation USA,,,1,,,,0,0,,,,0,,,,,1,0,1,0,0,0,0,0,5.0,6.0,4.0,5.0,7.0,3,5,2,0,0,3,0.0,2.0,Masters,3.0,1.0,20.0,10.5,1.0,3.5,0.0,0
Sunthetics,,,1,,,,0,0,,,,0,,,,,2,1,0,1,0,0,0,0,5.0,4.0,6.0,5.0,6.0,3,8,3,1,0,2,0.0,3.0,PHD,3.0,1.0,2.5,1.5,1.0,3.5,0.0,0
Super Dispatch,,,1,,,,0,0,,,,0,,,,,2,0,1,0,1,0,0,0,5.0,6.0,7.0,4.0,6.0,2,5,3,2,0,2,0.0,2.0,Bachelor's,3.0,1.0,10.0,0.0,1.0,0.0,0.0,0
SuperBrewed Food,,,1,,,,0,0,,,,0,,,,,2,1,0,0,0,0,0,0,5.0,6.0,7.0,4.0,7.0,3,5,2,1,0,1,0.0,3.0,PHD,3.0,1.0,11.0,11.0,1.0,3.7,1.0,0
SuperMoney,,,1,,,,1,1,,,,0,,,,,3,1,1,1,0,1,0,0,6.0,5.0,6.0,5.0,6.0,3,10,2,2,1,2,0.0,1.0,Bachelors,5.0,1.0,10.0,8.0,1.0,3.6,0.0,0
SuperNet,1,0,2,0,0,0,0,0,0,0,0,0,0.0,,0,0,2,1,2,0,0,1,0,0,7.0,6.0,6.0,5.0,8.0,5,10,1,1,2,2,0.0,2.0,Bachelors,4.0,2.0,10.5,1.5,2.0,3.2,0.0,0
SuperViz,1,0,2,0,1,0,0,0,2,0,0,0,0.0,,0,0,3,2,2,2,0,0,0,0,5.0,7.0,5.0,4.0,7.0,2,3,1,1,2,5,0.0,1.0,Bachelors,2.0,2.0,14.0,20.0,1.0,0.0,0.0,0
SuperWorld,1,0,2,1,5,0,0,0,0,0,0,1,0.0,,0,0,3,1,1,0,0,0,0,0,5.0,6.0,7.0,4.0,5.0,3,8,2,2,1,3,0.0,2.0,Masters,0.0,3.0,14.0,6.0,1.0,0.0,0.0,0
Superfly,,,1,,,,1,0,,,,0,,,,,4,1,1,0,0,0,0,0,7.0,8.0,6.0,5.0,7.0,3,5,2,1,1,2,0.0,2.0,MBA,3.0,1.0,18.0,20.0,1.0,3.5,0.0,0
Superluminal Systems,0,0,2,0,0,0,0,0,0,0,0,0,0.0,,0,0,3,2,0,0,0,0,0,0,5.0,5.0,7.0,5.0,7.0,3,3,2,2,0,3,0.0,1.0,Bachelors,2.0,2.0,15.0,8.0,1.0,3.5,0.0,0
Supermedium,0,0,2,0,0,0,0,0,1,0,0,0,0.0,,0,0,3,1,0,0,0,0,0,0,5.0,5.0,6.0,4.0,7.0,3,5,3,0,1,2,0.0,2.0,Masters,3.0,1.0,8.0,5.0,1.0,3.4,0.0,0
Supernatural,,,1,,,,1,0,,,,0,,,,,2,0,1,1,1,0,0,0,5.0,7.0,6.0,5.0,5.0,3,5,1,1,1,2,0.0,1.0,Bachelors,2.5,1.0,12.0,9.0,1.0,3.5,0.0,0
Supervest,1,0,3,0,0,0,1,0,0,5,0,1,0.0,,0,0,2,0,2,1,0,1,0,1,7.0,6.0,4.0,5.0,8.0,3,10,1,1,0,5,0.0,2.0,None,3.0,1.0,11.0,3.0,1.0,0.0,0.0,0
Supervity (formerly Techforce.ai),0,0,2,0,0,0,0,0,0,0,0,0,0.0,,0,0,2,2,1,0,0,0,0,0,7.0,7.0,6.0,5.0,8.0,3,10,5,2,1,2,0.0,2.0,Masters,3.0,1.0,10.0,5.0,1.0,0.0,0.0,0
Supply,0,0,2,0,0,0,0,0,0,0,0,0,4.0,Bachelors,0,0,2,0,1,1,0,0,0,0,6.0,7.0,6.0,5.0,7.0,3,5,1,0,0,2,0.0,1.0,Bachelors,3.0,1.0,8.0,2.0,1.0,0.0,0.0,0
Supply Clinic,1,0,2,2,0,0,0,0,0,0,0,0,1.5,Masters,0,0,3,1,1,0,0,0,0,0,6.0,7.0,5.0,4.0,7.0,3,20,5,0,0,2,0.0,2.0,Masters,0.0,0.0,4.0,4.0,1.0,0.0,0.0,0
SupplyKick,,,1,,,,1,1,,,,0,,,,,3,0,1,0,1,0,0,1,6.0,5.0,7.0,4.0,7.0,2,10,1,1,0,2,0.0,1.0,Bachelors,4.0,1.0,11.0,3.0,1.0,3.5,0.0,0
Supplyhub,1,0,2,3,3,0,2,2,0,0,0,2,4.0,Bachelors,0,0,4,2,2,2,1,1,0,2,5.0,6.0,6.0,5.0,6.0,2,5,3,2,0,2,0.0,2.0,Masters,4.0,1.0,10.0,5.0,2.0,3.5,2.0,0
Supportful,,,1,,,,0,0,,,,0,,,,,1,0,1,0,0,0,0,0,7.0,6.0,8.0,5.0,7.0,5,50,12,0,0,2,0.0,2.0,Masters,0.0,1.0,0.0,5.0,1.0,0.0,0.0,0
SurClean,,,1,,,,0,0,,,,0,,,,,4,1,1,1,1,0,0,0,6.0,7.0,5.0,6.0,7.0,3,8,2,1,0,2,0.0,2.0,Masters,4.0,2.0,30.0,3.0,1.0,3.2,0.0,0
Sure Med Compliance,,,1,,,,0,0,,,,0,,,,,2,0,1,1,1,0,0,0,4.0,5.0,6.0,4.0,5.0,3,5,10,1,0,4,0.0,1.0,Bachelors,3.0,1.0,10.0,7.0,1.0,0.0,0.0,0
SureDone,,,1,,,,0,0,,,,0,,,,,1,1,0,1,1,0,0,0,4.0,4.0,6.0,5.0,5.0,2,100,25,1,0,4,0.0,2.0,Bachelors,3.0,1.0,10.0,11.0,1.0,3.5,0.0,0
Suretone Entertainment,,,1,,,,0,0,,,,0,,,,,2,0,1,0,0,0,0,0,5.0,7.0,8.0,4.0,6.0,3,5,1,0,0,2,0.0,1.0,Bachelors,4.0,1.0,0.0,6.0,1.0,3.5,0.0,0
Surf Air,0,0,2,0,0,0,0,0,0,0,0,0,0.0,,0,0,4,1,2,0,0,0,0,0,5.0,7.0,6.0,5.0,8.0,3,10,2,2,0,2,0.0,1.5,Bachelors,0.0,2.0,9.0,9.0,1.0,3.5,0.0,1
Surf Shop Box,,,1,,,,1,1,,,,0,,,,,3,1,1,1,1,0,0,1,5.0,7.0,6.0,5.0,5.0,3,30,10,1,1,2,0.0,2.0,Masters,2.0,2.0,9.0,6.0,1.0,3.5,3.0,0
SurfTec,,,1,,,,1,0,,,,0,,,,,3,1,0,0,0,0,0,0,5.0,6.0,5.0,4.0,6.0,4,10,5,0,0,2,5.0,2.0,PHD,4.0,1.0,9.0,4.0,1.0,3.5,0.0,0
SurgePower Materials,,,1,,,,0,0,,,,0,,,,,2,1,0,0,0,0,0,0,5.0,5.0,7.0,5.0,5.0,3,5,2,0,0,2,0.0,3.0,PHD,3.0,1.0,6.0,6.0,1.0,3.5,0.0,0
SurgiReal,,,1,,,,0,0,,,,0,,,,,2,1,1,1,0,0,0,0,6.0,5.0,7.0,5.0,7.0,2,10,3,1,0,2,0.0,2.0,Masters,3.0,1.0,28.0,11.0,1.0,0.0,0.0,0
Surgical Information Sciences,,,1,,,,0,0,,,,0,,,,,2,1,0,0,0,0,0,0,5.0,5.0,6.0,5.0,7.0,3,10,5,1,0,2,5.0,2.0,PHD,3.0,1.0,23.0,30.0,1.0,3.5,0.0,0
Surv,,,1,,,,0,0,,,,0,,,,,3,0,1,1,0,0,0,0,5.0,5.0,5.0,3.0,5.0,3,10,0,3,0,2,0.0,1.0,Bachelors,3.0,1.0,11.0,9.0,1.0,0.0,0.0,0
Survature,1,0,2,1,3,0,0,2,0,0,0,1,0.0,,0,0,4,1,1,1,1,0,0,1,5.0,7.0,6.0,4.0,6.0,3,20,2,2,1,2,0.0,3.0,PHD,4.0,2.0,8.0,10.0,2.0,3.6,1.0,0
SurveySparrow,1,0,2,1,2,0,1,0,0,6,0,2,4.0,Bachelors,0,0,4,1,1,1,0,0,0,0,6.0,5.0,6.0,5.0,7.0,3,10,3,0,1,2,0.0,2.0,Bachelors,4.0,1.0,8.0,6.0,1.0,3.0,0.0,0
Sustainable Composites,,,1,,,,0,0,,,,0,,,,,2,1,0,0,0,0,0,0,5.0,5.0,4.0,6.0,6.0,3,10,2,0,2,2,0.0,2.0,Bachelors,2.0,1.0,12.0,11.0,3.0,3.5,0.0,0
Sustainable Energy & Agriculture Technology,,,1,,,,0,0,,,,0,,,,,3,1,2,0,0,0,0,0,4.0,8.0,5.0,6.0,7.0,5,20,5,3,0,2,3.0,2.0,Masters,0.0,3.0,32.0,6.0,3.0,3.5,0.0,0
Sustainable Harvest Technologies,,,1,,,,0,0,,,,0,,,,,3,1,1,0,0,0,0,0,4.0,5.0,6.0,4.0,5.0,3,3,1,1,0,4,0.0,2.0,Bachelors,3.0,3.0,27.0,10.0,2.0,2.0,0.0,0
Sustainable Real Estate Solutions (SRS),,,1,,,,0,0,,,,0,,,,,2,0,1,1,1,0,0,0,5.0,5.0,5.0,5.0,5.0,3,10,5,1,0,5,0.0,1.0,None,5.0,1.0,30.0,15.0,1.0,0.0,0.0,0
Susteau,,,1,,,,0,0,,,,0,,,,,1,1,0,1,0,0,0,0,7.0,6.0,5.0,4.0,6.0,3,25,5,0,1,1,0.0,2.0,Masters,0.0,1.0,5.0,5.0,1.0,3.5,0.0,0
Susteon,1,0,2,1,0,0,0,0,2,0,0,0,0.0,,0,0,3,2,2,0,0,0,0,0,5.0,5.0,5.0,4.0,6.0,3,50,10,2,0,2,0.0,3.0,PHD,0.0,0.0,8.0,5.0,2.0,0.0,0.0,0
Sutro,,,1,,,,0,0,,,,0,,,,,3,1,1,0,0,0,0,0,5.0,6.0,5.0,7.0,8.0,3,25,5,1,0,1,1.0,2.0,Masters,2.0,3.0,10.0,5.0,1.0,3.5,0.0,0
Suvie,1,1,2,2,2,1,0,0,0,1,0,2,0.0,,0,0,3,2,1,1,0,0,0,0,5.0,6.0,7.0,4.0,6.0,3,1,0,2,1,2,0.0,2.0,Bachelors,2.5,1.0,8.0,7.0,3.0,3.0,0.0,0
Suvola Corporation,0,0,2,0,0,0,1,1,0,5,0,0,5.0,Bachelors,0,0,3,1,0,0,0,0,0,0,8.0,7.0,6.0,5.0,7.0,4,5,2,1,0,1,0.0,1.0,Bachelors,4.0,2.0,29.0,29.0,1.0,3.5,0.0,0
SwagUp,,,1,,,,1,0,,,,0,,,,,1,0,1,1,1,1,0,1,3.0,5.0,6.0,5.0,4.0,3,30,5,1,0,2,0.0,2.0,Bachelors,3.0,1.0,3.0,8.0,1.0,3.5,0.0,0
Swaggle,0,0,2,0,0,0,0,0,0,0,0,0,0.0,,0,0,2,1,1,0,0,0,0,0,5.0,5.0,6.0,5.0,5.0,3,10,0,2,0,3,0.0,2.0,Masters,3.0,1.0,9.0,9.0,1.0,3.5,0.0,0
Swannies,0,0,2,0,0,0,1,0,0,0,0,0,2.0,Masters,0,0,2,1,1,0,0,1,0,0,6.0,5.0,7.0,4.0,6.0,3,5,2,2,0,2,0.0,2.0,Masters,3.0,1.0,4.0,7.0,1.0,3.5,0.0,0
Swaponz,0,0,2,0,0,0,0,0,2,0,0,0,0.0,,0,0,2,1,2,2,0,0,1,0,6.0,7.0,5.0,5.0,6.0,3,20,1,2,0,1,0.0,2.0,JD,2.0,6.0,17.0,18.0,1.0,3.5,0.0,0
Swarm Vision,,,1,,,,0,0,,,,0,,,,,5,0,1,1,0,0,0,0,5.0,7.0,6.0,5.0,6.0,2,8,2,1,0,2,0.0,2.0,MBA,4.0,5.0,25.0,25.0,1.0,3.5,1.0,0
Swarmify,0,0,2,0,0,0,0,0,1,0,0,0,0.0,,0,0,3,2,2,0,0,1,0,0,7.0,6.0,7.0,5.0,7.0,3,10,2,2,0,2,0.0,2.0,Bachelors,4.0,2.0,25.0,10.0,1.0,3.5,0.0,0
Sway Finance,,,1,,,,0,0,,,,0,,,,,2,1,0,0,0,0,0,0,5.0,6.0,5.0,4.0,6.0,3,10,5,1,0,2,0.0,2.0,Masters,4.0,1.0,3.0,2.0,1.0,3.5,1.0,0
SwayBrand,,,1,,,,0,0,,,,0,,,,,3,1,1,1,1,1,0,0,5.0,5.0,6.0,7.0,6.0,2,5,3,1,1,2,0.0,2.0,Masters,4.0,1.0,4.0,11.0,1.0,3.5,0.0,0
SweetSpot WiFi,,,1,,,,0,0,,,,0,,,,,3,0,1,0,0,1,0,0,6.0,5.0,7.0,4.0,6.0,2,15,5,1,1,2,0.0,2.0,Masters,2.0,1.0,20.0,28.0,1.0,0.0,0.0,0
Swell Energy,1,1,2,2,2,0,0,2,0,0,0,0,0.0,,0,0,5,2,2,2,0,2,1,2,6.0,7.0,6.0,5.0,6.0,3,15,5,2,1,1,0.0,2.0,JD,4.0,2.0,8.0,1.0,1.0,3.5,1.0,1
Swell Fundraising,,,1,,,,1,0,,,,0,,,,,2,0,1,1,0,1,0,0,5.0,5.0,6.0,4.0,5.0,3,10,2,0,0,4,0.0,1.0,Bachelors,4.0,1.0,20.0,7.0,1.0,3.5,0.0,0
Swet Tailor,,,1,,,,0,0,,,,0,,,,,2,0,1,0,1,0,0,0,3.0,5.0,6.0,4.0,5.0,3,7,5,0,0,2,0.0,2.0,Bachelors,3.0,2.0,30.0,30.0,1.0,3.5,0.0,0
SwifTAG Systems,0,0,4,1,0,0,1,0,0,0,0,0,3.0,Masters,0,0,2,2,2,2,2,0,0,2,7.0,7.0,5.0,6.0,6.0,3,5,2,1,0,2,0.0,2.0,PhD,4.0,1.0,4.0,5.0,1.0,3.5,0.0,0
Swift Current Energy,5,0,5,3,2,0,3,0,0,11,0,1,2.8,Bachelors,0,0,4,3,4,1,1,2,2,2,6.0,7.0,8.0,5.0,6.0,4,3,1,0,0,1,1.2,2.0,Masters,4.0,2.8,14.0,4.0,1.6,3.5,0.0,1
Swift Manufacturing and Engineering,,,1,,,,0,0,,,,0,,,,,1,1,0,0,0,0,0,0,5.0,6.0,6.0,5.0,6.0,3,3,2,0,0,2,0.0,1.0,Bachelors,3.0,2.0,10.0,13.0,1.0,3.5,0.0,0
Swift Shopper,,,1,,,,0,0,,,,0,,,,,1,1,1,1,1,0,0,0,5.0,5.0,7.0,4.0,5.0,3,10,2,1,0,3,0.0,2.0,Bachelors,3.0,3.0,6.0,3.0,1.0,3.0,0.0,0
SwiftMotion,,,1,,,,0,0,,,,0,,,,,4,3,1,0,0,0,0,0,5.0,5.0,7.0,6.0,6.0,2,8,5,0,1,2,0.0,2.0,MBA,3.0,1.0,14.0,7.0,1.0,3.5,0.0,0
Swifto,,,1,,,,0,0,,,,0,,,,,1,0,0,0,0,0,0,0,5.0,6.0,5.0,4.0,6.0,3,10,5,0,0,4,0.0,2.0,Masters,0.0,1.0,13.0,13.0,1.0,0.0,0.0,0
Swilled Dog,,,1,,,,0,0,,,,0,,,,,1,0,1,0,1,0,0,0,5.0,5.0,7.0,4.0,6.0,3,10,2,0,0,2,0.0,2.0,Masters,5.0,1.0,8.0,1.0,1.0,3.5,0.0,0
SwingShot,0,0,2,0,0,0,0,0,1,0,0,0,0.0,,0,0,2,1,2,2,2,1,0,0,5.0,5.0,7.0,4.0,6.0,3,10,8,2,0,3,0.0,2.0,Bachelors,3.0,2.0,9.0,10.0,1.0,3.5,0.0,0
Swipecast,,,1,,,,0,0,,,,0,,,,,2,1,0,0,0,0,0,0,5.0,5.0,6.0,5.0,5.0,3,10,5,1,1,1,0.0,1.0,Bachelors,3.0,1.0,5.0,5.0,1.0,3.5,0.0,0
Swirlds,,,1,,,,0,0,,,,0,,,,,2,1,0,1,0,0,0,0,8.0,7.0,5.0,4.0,8.0,2,10,2,1,0,2,0.0,3.0,PHD,3.0,2.0,20.0,4.0,1.0,3.5,0.0,0
Switchboard Live,3,1,3,1,2,1,2,1,1,14,0,1,0.0,,0,0,4,3,2,2,2,0,0,2,5.0,6.0,7.0,5.0,6.0,2,5,4,2,2,2,0.0,2.33,Bachelors,4.0,3.0,15.0,7.0,2.0,3.5,0.0,0
